payment_id,transaction_id,invoice_id,payment_date,customer_id,amount,currency,payment_method,status
PAY00824,TXN00824,INV00824,2026-07-03,CUST0116,41154.62,INR,UPI,SUCCESS
PAY00825,TXN00825,INV00825,2026-08-18,CUST0104,20853.93,INR,CARD,SUCCESS
PAY00826,TXN00826,INV00826,2026-08-14,CUST0251,32827.11,INR,WALLET,SUCCESS
PAY00827,TXN00827,INV00827,2026-08-16,CUST0195,31633.3,INR,UPI,SUCCESS
PAY00828,TXN00828,INV00828,2026-07-16,CUST0022,52110.91,INR,WALLET,SUCCESS
PAY00829,TXN00829,INV00829,2026-08-18,CUST0265,63249.53,INR,UPI,SUCCESS
PAY00830,TXN00830,INV00830,2026-08-19,CUST0156,82848.29,INR,WALLET,SUCCESS
PAY00831,TXN00831,INV00831,2026-08-14,CUST0028,51938.48,INR,CARD,SUCCESS
PAY00832,TXN00832,INV00832,2026-08-16,CUST0047,50315.45,INR,CARD,SUCCESS
PAY00833,TXN00833,INV00833,2026-07-26,CUST0070,41649.15,INR,WALLET,SUCCESS
PAY00834,TXN00834,INV00834,2026-07-30,CUST0104,9472.88,INR,NETBANKING,SUCCESS
PAY00835,TXN00835,INV00835,2026-07-06,CUST0064,11859.41,INR,WALLET,SUCCESS
PAY00836,TXN00836,INV00836,2026-08-16,CUST0197,79211.13,INR,CARD,SUCCESS
PAY00837,TXN00837,INV00837,2026-07-22,CUST0088,56766.41,INR,CARD,SUCCESS
PAY00838,TXN00838,INV00838,2026-07-27,CUST0027,31152.19,INR,WALLET,SUCCESS
PAY00839,TXN00839,INV00839,2026-07-13,CUST0068,851.52,INR,NETBANKING,SUCCESS
PAY00840,TXN00840,INV00840,2026-07-01,CUST0279,60994.4,INR,WALLET,SUCCESS
PAY00841,TXN00841,INV00841,2026-07-30,CUST0244,41310.06,INR,UPI,SUCCESS
PAY00842,TXN00842,INV00842,2026-07-18,CUST0281,62166.72,INR,CARD,SUCCESS
PAY00843,TXN00843,INV00843,2026-07-03,CUST0179,14964.75,INR,UPI,SUCCESS
PAY00844,TXN00844,INV00844,2026-07-06,CUST0170,5378.62,INR,WALLET,SUCCESS
PAY00845,TXN00845,INV00845,2026-08-20,CUST0294,56436.63,INR,WALLET,SUCCESS
PAY00846,TXN00846,INV00846,2026-08-19,CUST0048,30279.8,INR,NETBANKING,SUCCESS
PAY00847,TXN00847,INV00847,2026-07-19,CUST0034,47346.28,INR,UPI,SUCCESS
PAY00848,TXN00848,INV00848,2026-07-27,CUST0270,52702.3,INR,CARD,SUCCESS
PAY00849,TXN00849,INV00849,2026-07-06,CUST0271,48624.47,INR,NETBANKING,SUCCESS
PAY00850,TXN00850,INV00850,2026-08-06,CUST0270,99504.92,INR,NETBANKING,SUCCESS
PAY00851,TXN00851,INV00851,2026-08-03,CUST0255,73053.88,INR,WALLET,SUCCESS
PAY00852,TXN00852,INV00852,2026-08-15,CUST0120,29403.56,INR,CARD,SUCCESS
PAY00853,TXN00853,INV00853,2026-08-17,CUST0061,84882.94,INR,WALLET,SUCCESS
PAY00854,TXN00854,INV00854,2026-08-10,CUST0287,21627.62,INR,CARD,SUCCESS
PAY00855,TXN00855,INV00855,2026-07-20,CUST0158,50915.62,INR,NETBANKING,SUCCESS
PAY00856,TXN00856,INV00856,2026-07-22,CUST0171,39906.91,INR,UPI,SUCCESS
PAY00857,TXN00857,INV00857,2026-08-13,CUST0174,48171.27,INR,WALLET,SUCCESS
PAY00858,TXN00858,INV00858,2026-07-10,CUST0247,62906.45,INR,NETBANKING,SUCCESS
PAY00859,TXN00859,INV00859,2026-08-03,CUST0029,30284.7,INR,NETBANKING,SUCCESS
PAY00860,TXN00860,INV00860,2026-08-13,CUST0296,33506.07,INR,NETBANKING,SUCCESS
PAY00861,TXN00861,INV00861,2026-07-22,CUST0016,98370.07,INR,CARD,SUCCESS
PAY00862,TXN00862,INV00862,2026-08-20,CUST0060,75278.25,INR,NETBANKING,SUCCESS
PAY00863,TXN00863,INV00863,2026-08-01,CUST0045,87766.35,INR,NETBANKING,SUCCESS
PAY00864,TXN00864,INV00864,2026-07-20,CUST0269,17913.77,INR,NETBANKING,SUCCESS
PAY00865,TXN00865,INV00865,2026-08-02,CUST0228,2981.01,INR,WALLET,SUCCESS
PAY00866,TXN00866,INV00866,2026-07-31,CUST0175,73377.89,INR,NETBANKING,SUCCESS
PAY00867,TXN00867,INV00867,2026-08-13,CUST0265,99275.67,INR,CARD,SUCCESS
PAY00868,TXN00868,INV00868,2026-07-08,CUST0268,908.93,INR,UPI,SUCCESS
PAY00869,TXN00869,INV00869,2026-07-30,CUST0171,88973.99,INR,UPI,SUCCESS
PAY00870,TXN00870,INV00870,2026-07-02,CUST0160,57967.2,INR,NETBANKING,SUCCESS
PAY00871,TXN00871,INV00871,2026-07-13,CUST0103,29013.45,INR,NETBANKING,SUCCESS
PAY00872,TXN00872,INV00872,2026-07-10,CUST0140,16170.85,INR,UPI,SUCCESS
PAY00873,TXN00873,INV00873,2026-07-07,CUST0264,21054.45,INR,NETBANKING,SUCCESS
PAY00874,TXN00874,INV00874,2026-08-06,CUST0146,24860.09,INR,UPI,SUCCESS
PAY00875,TXN00875,INV00875,2026-07-04,CUST0228,13442.36,INR,WALLET,SUCCESS
PAY00876,TXN00876,INV00876,2026-07-04,CUST0197,9068.9,INR,WALLET,SUCCESS
PAY00877,TXN00877,INV00877,2026-08-09,CUST0229,35884.62,INR,NETBANKING,SUCCESS
PAY00878,TXN00878,INV00878,2026-07-06,CUST0274,97381.35,INR,WALLET,SUCCESS
PAY00879,TXN00879,INV00879,2026-07-07,CUST0240,45830.62,INR,WALLET,SUCCESS
PAY00880,TXN00880,INV00880,2026-07-24,CUST0133,39511.65,INR,NETBANKING,SUCCESS
PAY00881,TXN00881,INV00881,2026-07-02,CUST0250,7003.84,INR,UPI,SUCCESS
PAY00882,TXN00882,INV00882,2026-08-19,CUST0145,35187.24,INR,CARD,SUCCESS
PAY00883,TXN00883,INV00883,2026-07-21,CUST0055,55836.91,INR,UPI,SUCCESS
PAY00884,TXN00884,INV00884,2026-08-07,CUST0206,41637.47,INR,CARD,SUCCESS
PAY00885,TXN00885,INV00885,2026-07-22,CUST0034,21219.7,INR,WALLET,SUCCESS
PAY00886,TXN00886,INV00886,2026-08-04,CUST0176,69566.25,INR,CARD,SUCCESS
PAY00887,TXN00887,INV00887,2026-08-01,CUST0294,11875.12,INR,WALLET,SUCCESS
PAY00888,TXN00888,INV00888,2026-07-20,CUST0091,95610.4,INR,UPI,SUCCESS
PAY00889,TXN00889,INV00889,2026-07-21,CUST0195,49682.37,INR,UPI,SUCCESS
PAY00890,TXN00890,INV00890,2026-08-18,CUST0001,15099.17,INR,CARD,SUCCESS
PAY00891,TXN00891,INV00891,2026-07-29,CUST0296,19968.83,INR,NETBANKING,SUCCESS
PAY00892,TXN00892,INV00892,2026-08-15,CUST0223,98266.74,INR,NETBANKING,SUCCESS
PAY00893,TXN00893,INV00893,2026-07-09,CUST0207,85324.27,INR,UPI,SUCCESS
PAY00894,TXN00894,INV00894,2026-08-15,CUST0001,56223.01,INR,NETBANKING,SUCCESS
PAY00895,TXN00895,INV00895,2026-07-28,CUST0121,70371.08,INR,WALLET,SUCCESS
PAY00896,TXN00896,INV00896,2026-07-25,CUST0208,43801.41,INR,CARD,SUCCESS
PAY00897,TXN00897,INV00897,2026-08-05,CUST0097,38767.21,INR,NETBANKING,SUCCESS
PAY00898,TXN00898,INV00898,2026-07-09,CUST0065,1654.47,INR,UPI,SUCCESS
PAY00899,TXN00899,INV00899,2026-07-09,CUST0224,8924.01,INR,WALLET,SUCCESS
PAY00900,TXN00900,INV00900,2026-07-30,CUST0093,51186.78,INR,WALLET,SUCCESS
PAY00901,TXN00901,INV00901,2026-08-08,CUST0218,1239.28,INR,WALLET,SUCCESS
PAY00902,TXN00902,INV00902,2026-07-18,CUST0257,41378.36,INR,NETBANKING,SUCCESS
PAY00903,TXN00903,INV00903,2026-08-15,CUST0248,37173.57,INR,WALLET,SUCCESS
PAY00904,TXN00904,INV00904,2026-08-18,CUST0270,77997.55,INR,WALLET,SUCCESS
PAY00905,TXN00905,INV00905,2026-07-16,CUST0046,47508.93,INR,UPI,SUCCESS
PAY00906,TXN00906,INV00906,2026-08-09,CUST0160,5751.04,INR,NETBANKING,SUCCESS
PAY00907,TXN00907,INV00907,2026-08-02,CUST0233,90652.48,INR,NETBANKING,SUCCESS
PAY00908,TXN00908,INV00908,2026-07-03,CUST0086,69657.59,INR,NETBANKING,SUCCESS
PAY00909,TXN00909,INV00909,2026-08-10,CUST0032,47579.47,INR,CARD,SUCCESS
PAY00910,TXN00910,INV00910,2026-07-19,CUST0014,48733.64,INR,CARD,SUCCESS
PAY00911,TXN00911,INV00911,2026-08-09,CUST0068,28456.71,INR,NETBANKING,SUCCESS
PAY00912,TXN00912,INV00912,2026-08-07,CUST0090,74027.24,INR,WALLET,SUCCESS
PAY00913,TXN00913,INV00913,2026-08-01,CUST0121,18490.51,INR,UPI,SUCCESS
PAY00914,TXN00914,INV00914,2026-08-01,CUST0079,75399.75,INR,WALLET,SUCCESS
PAY00915,TXN00915,INV00915,2026-08-16,CUST0226,63938.68,INR,CARD,SUCCESS
PAY00916,TXN00916,INV00916,2026-08-18,CUST0136,82043.34,INR,UPI,SUCCESS
PAY00917,TXN00917,INV00917,2026-07-31,CUST0155,74741.98,INR,CARD,SUCCESS
PAY00918,TXN00918,INV00918,2026-07-17,CUST0243,14942.41,INR,WALLET,SUCCESS
PAY00919,TXN00919,INV00919,2026-08-03,CUST0162,68446.19,INR,UPI,SUCCESS
PAY00920,TXN00920,INV00920,2026-07-28,CUST0182,61243.31,INR,NETBANKING,SUCCESS
PAY00921,TXN00921,INV00921,2026-08-11,CUST0131,58625.59,INR,WALLET,SUCCESS
PAY00922,TXN00922,INV00922,2026-08-03,CUST0100,34071.96,INR,CARD,SUCCESS
PAY00923,TXN00923,INV00923,2026-07-05,CUST0005,1690.16,INR,UPI,SUCCESS
PAY00924,TXN00924,INV00924,2026-07-15,CUST0180,72662.44,INR,NETBANKING,SUCCESS
PAY00925,TXN00925,INV00925,2026-07-04,CUST0048,93881.29,INR,CARD,SUCCESS
PAY00926,TXN00926,INV00926,2026-08-08,CUST0045,13425.77,INR,CARD,SUCCESS
PAY00927,TXN00927,INV00927,2026-08-12,CUST0240,93650.11,INR,WALLET,SUCCESS
PAY00928,TXN00928,INV00928,2026-07-17,CUST0166,16615.62,INR,UPI,SUCCESS
PAY00929,TXN00929,INV00929,2026-07-22,CUST0199,99597.88,INR,NETBANKING,SUCCESS
PAY00930,TXN00930,INV00930,2026-07-13,CUST0252,61225.04,INR,CARD,SUCCESS
PAY00931,TXN00931,INV00931,2026-08-19,CUST0277,43409.73,INR,UPI,SUCCESS
PAY00932,TXN00932,INV00932,2026-07-03,CUST0053,7755.49,INR,NETBANKING,SUCCESS
PAY00933,TXN00933,INV00933,2026-08-11,CUST0077,64213.36,INR,UPI,SUCCESS
PAY00934,TXN00934,INV00934,2026-07-26,CUST0169,57676.71,INR,WALLET,SUCCESS
PAY00935,TXN00935,INV00935,2026-08-04,CUST0036,22971.76,INR,WALLET,SUCCESS
PAY00936,TXN00936,INV00936,2026-08-04,CUST0291,93536.7,INR,NETBANKING,SUCCESS
PAY00937,TXN00937,INV00937,2026-08-10,CUST0029,99703.07,INR,UPI,SUCCESS
PAY00938,TXN00938,INV00938,2026-08-18,CUST0236,76767.55,INR,CARD,SUCCESS
PAY00939,TXN00939,INV00939,2026-07-20,CUST0098,69740.29,INR,UPI,SUCCESS
PAY00940,TXN00940,INV00940,2026-08-10,CUST0044,44079.38,INR,CARD,SUCCESS
PAY00941,TXN00941,INV00941,2026-08-01,CUST0123,39182.37,INR,NETBANKING,SUCCESS
PAY00942,TXN00942,INV00942,2026-07-22,CUST0019,6077.42,INR,UPI,SUCCESS
PAY00943,TXN00943,INV00943,2026-07-30,CUST0268,94038.93,INR,CARD,SUCCESS
PAY00944,TXN00944,INV00944,2026-08-17,CUST0019,14588.25,INR,UPI,SUCCESS
PAY00945,TXN00945,INV00945,2026-08-14,CUST0125,65054.25,INR,UPI,SUCCESS
PAY00946,TXN00946,INV00946,2026-07-30,CUST0050,61316.98,INR,UPI,SUCCESS
PAY00947,TXN00947,INV00947,2026-08-08,CUST0255,80017.93,INR,CARD,SUCCESS
PAY00948,TXN00948,INV00948,2026-08-17,CUST0173,68000.58,INR,NETBANKING,SUCCESS
PAY00949,TXN00949,INV00949,2026-07-09,CUST0280,32498.19,INR,CARD,SUCCESS
PAY00950,TXN00950,INV00950,2026-07-05,CUST0172,12514.18,INR,CARD,SUCCESS
PAY00951,TXN00951,INV00951,2026-08-05,CUST0190,16918.11,INR,CARD,SUCCESS
PAY00952,TXN00952,INV00952,2026-08-20,CUST0052,84812.99,INR,WALLET,SUCCESS
PAY00953,TXN00953,INV00953,2026-07-01,CUST0042,1218.79,INR,UPI,SUCCESS
PAY00954,TXN00954,INV00954,2026-08-14,CUST0214,80837.47,INR,WALLET,SUCCESS
PAY00955,TXN00955,INV00955,2026-08-03,CUST0139,45316.7,INR,CARD,SUCCESS
PAY00955_DUP,TXN00955_DUP,INV00955,2026-08-03,CUST0139,45316.7,INR,CARD,SUCCESS
PAY00956,TXN00956,INV00956,2026-08-08,CUST0020,18410.05,INR,WALLET,SUCCESS
PAY00957,TXN00957,INV00957,2026-07-23,CUST0155,42169.19,INR,CARD,SUCCESS
PAY00958,TXN00958,INV00958,2026-08-18,CUST0186,98684.82,INR,CARD,SUCCESS
PAY00959,TXN00959,INV00959,2026-07-18,CUST0107,5780.37,INR,UPI,SUCCESS
PAY00960,TXN00960,INV00960,2026-07-12,CUST0255,16396.08,INR,UPI,SUCCESS
PAY00961,TXN00961,INV00961,2026-07-28,CUST0108,25512.49,INR,WALLET,SUCCESS
PAY00962,TXN00962,INV00962,2026-07-12,CUST0276,16225.54,INR,UPI,SUCCESS
PAY00963,TXN00963,INV00963,2026-08-16,CUST0121,44759.68,INR,NETBANKING,SUCCESS
PAY00964,TXN00964,INV00964,2026-07-15,CUST0167,78008.04,INR,NETBANKING,SUCCESS
PAY00965,TXN00965,INV00965,2026-07-13,CUST0212,37865.47,INR,CARD,SUCCESS
PAY00966,TXN00966,INV00966,2026-07-28,CUST0028,14921.66,INR,WALLET,SUCCESS
PAY00967,TXN00967,INV00967,2026-08-16,CUST0235,19818.41,INR,NETBANKING,SUCCESS
PAY00968,TXN00968,INV00968,2026-07-04,CUST0292,28420.11,INR,UPI,SUCCESS
PAY00969,TXN00969,INV00969,2026-07-15,CUST0176,88697.69,INR,CARD,SUCCESS
PAY00970,TXN00970,INV00970,2026-08-06,CUST0088,97028.52,INR,CARD,SUCCESS
PAY00971,TXN00971,INV00971,2026-08-07,CUST0111,47612.15,INR,WALLET,SUCCESS
PAY00972,TXN00972,INV00972,2026-07-16,CUST0127,33065.95,INR,CARD,SUCCESS
PAY00973,TXN00973,INV00973,2026-07-27,CUST0003,98028.31,INR,UPI,SUCCESS
PAY00974,TXN00974,INV00974,2026-08-03,CUST0218,39734.86,INR,UPI,SUCCESS
PAY00975,TXN00975,INV00975,2026-08-18,CUST0286,1736.09,INR,WALLET,SUCCESS
PAY00975_DUP,TXN00975_DUP,INV00975,2026-08-18,CUST0286,1736.09,INR,WALLET,SUCCESS
PAY00976,TXN00976,INV00976,2026-07-16,CUST0152,64940.2,INR,UPI,SUCCESS
PAY00977,TXN00977,INV00977,2026-08-15,CUST0083,46198.64,INR,UPI,SUCCESS
PAY00978,TXN00978,INV00978,2026-07-12,CUST0208,79090.94,INR,NETBANKING,SUCCESS
PAY00979,TXN00979,INV00979,2026-08-10,CUST0001,7534.51,INR,NETBANKING,SUCCESS
PAY00980,TXN00980,INV00980,2026-08-14,CUST0139,94636.5,INR,CARD,SUCCESS
PAY00981,TXN00981,INV00981,2026-08-17,CUST0172,93258.2,INR,NETBANKING,SUCCESS
PAY00982,TXN00982,INV00982,2026-07-24,CUST0021,36960.08,INR,UPI,SUCCESS
PAY00983,TXN00983,INV00983,2026-07-16,CUST0172,54193.57,INR,WALLET,SUCCESS
PAY00984,TXN00984,INV00984,2026-08-18,CUST0108,74629.16,INR,CARD,SUCCESS
PAY00985,TXN00985,INV00985,2026-07-18,CUST0217,5918.77,INR,NETBANKING,SUCCESS
PAY00986,TXN00986,INV00986,2026-07-08,CUST0270,47281.3,INR,NETBANKING,SUCCESS
PAY00987,TXN00987,INV00987,2026-07-13,CUST0034,89244.37,INR,WALLET,SUCCESS
PAY00988,TXN00988,INV00988,2026-07-05,CUST0148,11381.81,INR,NETBANKING,SUCCESS
PAY00989,TXN00989,INV00989,2026-07-14,CUST0078,52308.42,INR,UPI,SUCCESS
PAY00990,TXN00990,INV00990,2026-07-31,CUST0068,34996.67,INR,WALLET,SUCCESS
PAY00991,TXN00991,INV00991,2026-07-05,CUST0097,2692.64,INR,CARD,SUCCESS
PAY00992,TXN00992,INV00992,2026-07-27,CUST0172,58081.11,INR,NETBANKING,SUCCESS
PAY00993,TXN00993,INV00993,2026-08-05,CUST0272,44803.0,INR,NETBANKING,SUCCESS
PAY00994,TXN00994,INV00994,2026-07-15,CUST0134,48682.19,INR,NETBANKING,SUCCESS
PAY00995,TXN00995,INV00995,2026-07-19,CUST0181,45864.69,INR,CARD,SUCCESS
PAY00996,TXN00996,INV00996,2026-07-19,CUST0275,18636.91,INR,CARD,SUCCESS
PAY00997,TXN00997,INV00997,2026-07-11,CUST0079,24171.58,INR,UPI,SUCCESS
PAY00998,TXN00998,INV00998,2026-07-24,CUST0134,18857.41,INR,UPI,SUCCESS
PAY00999,TXN00999,INV00999,2026-07-29,CUST0191,54216.73,INR,CARD,SUCCESS
PAY01000,TXN01000,INV01000,2026-08-01,CUST0208,76967.56,INR,WALLET,SUCCESS
